id,Partido,PBG,VAB,Productores de bienes,Agropecuario,Pesca,Minería,Industria,Electricidad,Construcción,Productores de servicios,Comercio,Hoteles y Restaurantes,Transp y Comunicaciones,Financiero,Inmob y empresariales,Público,Enseñanza,Salud,Comunit y Personales,Servicio Doméstico,Total de actividades,Región,longitud,latitud
91,Berazategui,4056686519.318832,3265263027.5011816,1216368572.812598,17874071.132364042,0.0,36686435.54714751,944303714.8464632,49935913.13962361,167568438.14699957,2048894454.688584,467391387.33611465,44205864.45390523,343416975.4795866,76023821.05659457,525651368.4126378,141128010.75439873,162087782.1087041,155023215.39393237,99656044.48386444,34309985.20884522,3265263027.5011816,C,-58.155461508690685,-34.81824477056139
98,Berisso,1010784799.32518,812411708.8336987,243787514.8438006,1751144.4814928295,0.0,6385933.95323708,191587288.8856571,18991544.24894568,25071603.274467915,568624193.9898981,113856674.45072636,6763393.672299466,88115795.80786963,13084136.72311119,148679850.74870875,61214846.55754927,53513740.597917534,40984243.34968273,32502429.1014768,9909082.980556251,812411708.8336987,I,-57.828379772406,-34.90935511449816
105,Bolívar,841757304.4548637,739539186.5602043,440461720.235701,363098389.3646224,0.0,61641.941900130005,44362608.28867879,17772390.31110749,15166690.32939224,299077466.32450324,93773881.50829092,2046627.589624612,60846470.58954515,9340024.631535394,56401600.87383211,28329658.19230002,28212792.72545057,12043971.83510442,4510818.896659526,3571619.4821604905,739539186.5602043,I,-61.14986008524724,-36.29894795840004
112,Bragado,911663873.1676452,781666926.8788838,450342816.9564003,262556667.01913,0.0,75340.15121127001,140803951.5105714,19909277.32284363,26997580.952644058,331324109.9224835,94591014.03257406,2226479.328555607,65449480.56578018,11900924.511261543,73947132.72415246,25342751.995837472,32924710.409375258,15013426.799266,4798797.199994111,5129392.355686819,781666926.8788838,I,-60.60404665279604,-35.06141227089899
119,Brandsen,603368711.8044336,505274457.2997522,274573045.746434,58953590.81066757,0.0,823087.3790798653,155716608.66118112,8606438.735471927,50473320.16003351,230701411.5533183,59401543.79936731,1648827.6770167835,58553174.86311278,5535951.277143153,47011149.33338534,18393603.719675355,23299987.197307605,8396662.571054919,5546201.109639272,2914310.0056158,505274457.2997522,I,-58.17523390391321,-35.22251979918446
126,Campana,5353751358.047687,4349380030.466297,3331973700.171729,32208009.21894661,0.0,13294660.758853763,3088760065.137758,98613950.53509332,99097014.5210776,1017406330.294568,221784287.6466517,14534496.22504436,378723815.3219612,23564198.57912005,175389078.629884,53621810.85229971,73220044.7504015,45287915.66018749,17885769.166406315,13394913.462611832,4349380030.466297,I,-58.88295737874431,-34.138388959457686
134,Cañuelas,994444179.3041784,825686946.3316175,391120155.106974,67548834.42553136,0.0,523249.9932398019,213698801.7418138,8376882.5001637265,100972386.44622529,434566791.22464347,147678710.28475747,6020893.285717365,75121668.54856598,10203797.819393568,104778583.2493352,21537306.69623732,35803549.422892205,14989597.481266605,10754572.910585862,7678111.525891831,825686946.3316175,I,-58.69109418469528,-35.14480449594918
140,Capitán Sarmiento,363120352.385817,304985702.9154513,203074199.5723728,99620646.52878724,0.0,0.0,99840869.56023674,2971429.3163916604,641254.1669571666,101911503.34307852,24561945.432882488,451317.8479534127,24278675.774808004,3665159.258523793,23129896.81802865,8594454.53457411,8854496.476103382,3985920.7422243054,1608337.9921881324,2781298.465792266,304985702.9154513,I,-59.85401478492415,-34.14984452746545
147,Carlos Casares,675640186.1222696,603589247.3707492,317712212.53814185,268095594.646522,0.0,10273.656983355002,24920481.612974983,4449983.130235533,20235879.491426013,285877034.8326074,77423958.48183015,738929.7584904281,112546297.06119396,6197540.614133332,37016818.134275526,16127684.936653364,19234602.832905896,10174624.729253352,2507278.611165567,3909299.6727057993,603589247.3707492,I,-61.37437778676063,-35.74992221420362
154,Carlos Tejedor,425452711.80826914,380725165.3782123,283273401.5694206,260824303.56351736,0.0,0.0,9159705.728935644,7596944.161914372,5692448.115053249,97451763.80879168,18485411.3580281,175836.56997875212,26452400.92159728,2706059.513498837,16830162.72227802,9846076.80190544,16364949.151812635,4207458.750671663,1035909.2714036116,1347498.747617335,380725165.3782123,I,-62.42978957905897,-35.37974493759686
161,Carmen de Areco,358405619.06097585,306744077.46297926,179984117.0348798,105492613.86323188,0.0,123018.10938920526,59857132.32338455,5287260.507893018,9224092.230981149,126759960.42809948,41764448.95561174,1333644.1199218794,24434816.319239527,5083110.331688488,25614539.43884889,9080755.468253007,12714344.2623265,4100000.190592708,1228876.850430116,1405424.491186606,306744077.46297926,I,-59.88441348822714,-34.40679778852173
168,Castelli,183776865.4546592,159354502.0352359,96324754.8591692,59451669.66798816,0.0,3582804.056023454,10249567.116518836,6383609.463510418,16657104.555128334,63029747.17606669,16314884.855227776,1132277.6993825922,12658151.446585052,1611905.560412818,12304206.330186322,9560169.25586646,3800068.826832125,3647988.735173937,1364324.6450628492,635769.8213367594,159354502.0352359,I,-57.657425194384295,-36.04148974406188
210,Chacabuco,1039814688.1548148,888682379.8024081,500495330.1234137,271652486.6561187,0.0,83045.39394878627,173312589.15399286,22129987.476574928,33317221.44277844,388187049.6789944,121651463.63948426,2072554.6034030507,73279847.47592783,11616237.137093317,84547818.04792523,28928320.46348062,30346339.80057452,25256639.31878663,5246114.584592128,5241714.607726825,888682379.8024081,I,-60.3543081129856,-34.6182002951859
218,Chascomús,642357945.1483239,539878967.3349495,226304195.82378688,89391293.52702755,301827.33129144344,86469.94627657124,109198317.64391758,10075844.401649209,17250442.973624535,313574771.5111626,93440126.66292068,9143400.794958644,48804965.009018086,10074534.237756196,64992755.31759049,35015907.13657302,27884613.83303716,11242933.60124901,8133067.235973685,4842467.68208565,539878967.3349495,I,-57.90398106850184,-35.61868830875692
224,Chivilcoy,1181415305.9016802,995829133.3085122,484977167.5836596,228207368.19097584,0.0,88182.22244046377,214145150.7386368,17878037.691539112,24658428.74006734,510851965.7248526,164243125.61835045,5846944.526398396,85473670.74094453,21469266.367463924,107250535.63862886,36856877.64644612,42950129.82613688,23113511.675855827,18509867.03579657,5138036.6488310415,995829133.3085122,I,-59.95841948813504,-34.91548732859283
175,Colón,505952682.8535343,427001050.1808992,257783262.66032845,131171298.56770971,0.0,0.0,98763631.49272132,12152033.8164764,15696298.783421015,169217787.5205707,49561699.65841309,567097.9788597091,35426929.34748836,6032602.362069124,39768043.30656586,12857397.305088747,12223118.19554487,7112124.067021626,3303559.7006246857,2365215.598894622,427001050.1808992,I,-61.06311193983571,-33.885921464951416
182,Coronel de Marina L. Rosales,698298378.6718642,577573229.8757825,153187997.35819608,24578917.15074953,106460.43526304889,534980.9943974662,48923175.31975176,19651260.465882964,59393202.99215133,424385232.51758647,84219258.73158161,5431740.079324598,77078712.57108805,9422612.341255412,80323228.00660136,101804093.91889364,39908414.25381482,15225948.468144532,8348928.340721847,2622295.8061605603,577573229.8757825,I,-61.83558441965541,-38.849077328128345
189,Coronel Dorrego,492038352.7087028,441870343.9699047,267441798.13173315,248493568.9521449,0.0,40238.48985147375,6715230.891175635,8099108.58778443,4093651.210776649,174428545.8381715,59393809.38445976,892045.0056441184,49725897.49245564,3608171.477157748,25997657.29377089,11376598.878411308,12631588.941877771,6988575.1889694445,2227541.3571353843,1586660.8182894634,441870343.9699047,I,-61.09555057289474,-38.67081760804668
196,Coronel Pringles,577125294.2741618,510736890.4799407,227143954.02351904,184342276.85666385,0.0,3023934.7412921847,18580304.29001328,7946988.340587614,13250449.794962144,283592936.4564217,59711395.8562282,1064919.7688468914,129385277.45459633,5555319.848874445,39510487.57800039,16736469.24298384,16686593.21673119,7771054.133612843,3164388.2132431325,4007031.143304428,510736890.4799407,I,-61.264417452992376,-38.147917268965685
203,Coronel Suárez,943313042.3555492,820839549.2669487,481479573.8796237,320502769.5519263,0.0,104448.8459974425,109124570.29774147,13394349.085816884,38353436.0981416,339359975.387325,120186042.84003204,2352096.109518972,62906089.87389961,9989135.43763972,69295996.83878244,26138270.610401936,23864760.221971188,14124311.193285223,5263672.730389223,5239599.531404642,820839549.2669487,I,-61.88909224221714,-37.53485625022395
231,Daireaux,555835315.3563894,493969419.28588265,339941957.23500115,301589758.2194773,0.0,10273.656983355002,26356199.214320704,3107617.644662701,8878108.499557072,154027462.0508815,45938647.878521845,428389.5579732006,35887255.6330328,4653501.590744637,25606933.72663781,7511789.350488163,14758907.867064212,7193791.493130435,9844017.630651552,2204227.322636851,493969419.28588265,I,-61.89124955261026,-36.640869217651705
238,Dolores,325904800.1612316,272886857.63447267,47493986.48159804,20591690.2246748,0.0,25684.1424583875,13861572.10482662,6395673.257663641,6619366.751974588,225392871.15287465,56572470.48535022,2965273.6512550246,27425662.97195012,7167015.549039609,47983501.35978043,40599862.15954606,21924336.83777407,11566208.06379205,6541910.0780708445,2646629.996316188,272886857.63447267,I,-57.63192612444682,-36.398937673186566
245,Ensenada,4101970900.0045705,3322040907.157466,2645255121.370802,991790.6771058976,0.0,3431401.4324405706,2546770204.4820056,38349906.44284365,55711818.33640613,676785785.7866638,110662338.85010844,4519909.881722743,318305161.34196746,9281222.781492176,93807426.75918962,43463135.68293188,37669612.58257375,36387152.18174923,17007725.658851754,5682100.066076794,3322040907.157466,I,-57.9791090926287,-34.842149742301714
252,Escobar,3983024617.701397,3290544690.214273,1588817533.8583236,2844916.871075576,0.0,8571715.887110583,1126919316.8844206,22551957.895324297,427929626.32039255,1701727156.35595,499124544.335636,33208629.51239926,331923744.6132088,38609371.62034139,379711043.8859526,80407345.01530455,128927534.18169127,87652413.43641557,71191638.40924607,50970891.3457543,3290544690.214273,I,-58.77117861087306,-34.32868283418624
260,Esteban Echeverría,3726447980.5817976,2990612101.260404,1130829493.1754997,1570097.3562177117,0.0,621556.2474929775,895531956.6437603,29750658.951265227,203355223.97676352,1859782608.084904,478523990.8516773,39607830.97465961,325379314.4972204,58648171.9636588,484265645.4218551,114740983.06894676,149964270.27434003,99458455.6275416,66500414.822240256,42693530.58276366,2990612101.260404,C,-58.47694792917772,-34.831213565763235
