,links,usuario,fecha,retweet,texto,comentarios,retweets,likes,quotes,hora,cuenta,autor
166,https://twitter.com/Kicillofok/status/1827800434511131130#m,Axel Kicillof,2024-08-25,False,"esto es lo que sucede cuando hay un estado que, en lugar de eludir sus responsabilidades, utiliza todos sus instrumentos para fortalecer, incluir y acompanar a quienes producen.",322,753,2230,28, 8:09 PM UTC,Kicillofok,Axel Kicillof
167,https://twitter.com/Kicillofok/status/1827344884786676044#m,Axel Kicillof,2024-08-24,False,!mira todo lo que hicimos esta semana para seguir transformando la provincia! #resumensemanal #resumenbonaerense,203,767,1750,27, 1:59 PM UTC,Kicillofok,Axel Kicillof
168,https://twitter.com/Kicillofok/status/1826997392064802993#m,Axel Kicillof,2024-08-23,False,"no vinimos a hablar de seguridad con frases de impacto sino a reconstruir y transformar la policia de la provincia de buenos aires con una inversion inedita en equipamiento, formacion y personal.",507,576,1518,34, 2:58 PM UTC,Kicillofok,Axel Kicillof
169,https://twitter.com/Kicillofok/status/1826951981727961477#m,Axel Kicillof,2024-08-23,False,"liberan el precio de los alimentos, de los remedios, del combustible, aplican tarifazo y boletazo... pero los liberales libertarios controlan, regulan y reprimen los aumentos salariales y quieren vetar el aumento a jubilados. enriquecen a los acreedores, funden a las provincias. cien millones de dolares para espionaje, cero para vacunas de dengue. hablemos con propiedad: no es teoria economica, es la defensa de los intereses concentrados y los poderosos. no es ajuste, es transferencia de los sectores medios, trabajadores y vulnerables a unos pocos bolsillos de millonarios y corporaciones.",1060,4016,9854,182, 11:57 AM UTC,Kicillofok,Axel Kicillof
170,https://twitter.com/Kicillofok/status/1826750116423999914#m,Axel Kicillof,2024-08-22,False,un espacio que va a generar aportes centrales para pensar la actualidad de nuestro sistema educativo y sobre todo hacia donde queremos ir. !cuenten con nosotros para seguir construyendo ese futuro!,22,102,271,3, 10:35 PM UTC,Kicillofok,Axel Kicillof
171,https://twitter.com/Kicillofok/status/1826750112070336532#m,Axel Kicillof,2024-08-22,False,"un orgullo haber participado de la apertura del primer congreso de educacion de san martin ""identidad, desafios y futuro"", junto a @fmoreiraok, @albertosileoni, @carlosgrecook y @nancycappelloni.",14,115,316,0, 10:35 PM UTC,Kicillofok,Axel Kicillof
172,https://twitter.com/Kicillofok/status/1826750108634874170#m,Axel Kicillof,2024-08-22,False,"asumir el desafio de defenderla no implica desconocer los problemas que tenemos, sino trabajar para transformarla. y esa transformacion no puede ser desde afuera con ajuste y motosierra sino que tiene que ser democratica, desde abajo y desde adentro junto a quienes la construyen y defienden todos los dias.",22,102,251,2, 10:35 PM UTC,Kicillofok,Axel Kicillof
173,https://twitter.com/Kicillofok/status/1826750105006797165#m,Axel Kicillof,2024-08-22,False,"la educacion forma parte de nuestra identidad y eso es algo que no va a cambiar por el resultado de una eleccion, porque a pesar de los discursos de odio y el clima de epoca que busca instalar el gobierno nacional a nuestro pueblo no le van sacar de la cabeza y del corazon lo que siente por la escuela publica.",638,1163,3878,56, 10:35 PM UTC,Kicillofok,Axel Kicillof
174,https://twitter.com/Kicillofok/status/1826386136773919141#m,Axel Kicillof,2024-08-21,False,ademas sumamos un minibus para que los chicos y chicas de la escuela agraria ndeg1 cuenten con una herramienta clave para su formacion; y recorrimos obras del programa frigorificos en marcha con el que estamos mejorando la capacidad productiva en la region. estamos trabajando con las y los intendentes para que en cada municipio haya mas oportunidades de vivir mejor.,8,75,147,0, 10:29 PM UTC,Kicillofok,Axel Kicillof
175,https://twitter.com/Kicillofok/status/1826386132596031729#m,Axel Kicillof,2024-08-21,False,!en #generalalvear diez familias recibieron la llave de su nueva vivienda y mas vecinos accedieron a la escritura de su casa! actos fundamentales que concretamos junto al municipio para que el #derechoalhogar deje de ser un deseo para convertirse en una realidad concreta. el acceso a la vivienda es un derecho que se cumple con un estado que entiende y respeta su compromiso con el pueblo.,101,515,1411,19, 10:29 PM UTC,Kicillofok,Axel Kicillof
176,https://twitter.com/Kicillofok/status/1826351678599430548#m,Axel Kicillof,2024-08-21,False,"recibimos una fuerza policial diezmada, sin equipamiento y mal remunerada y estamos haciendo enormes esfuerzos para recuperarla. un trabajo que requiere inversion, dedicacion y mucho compromiso.",22,64,151,4, 8:12 PM UTC,Kicillofok,Axel Kicillof
177,https://twitter.com/Kicillofok/status/1826351673805341156#m,Axel Kicillof,2024-08-21,False,"es parte del trabajo que venimos realizando en toda la provincia con mas de 20 bases operativas en todo el territorio, 5.200 nuevos patrulleros, cuerpos especificos como la policia rural y formacion para que nuestra fuerza de seguridad tenga un nuevo vinculo con la sociedad.",7,56,121,2, 8:12 PM UTC,Kicillofok,Axel Kicillof
178,https://twitter.com/Kicillofok/status/1826351668046561362#m,Axel Kicillof,2024-08-21,False,"inauguramos la nueva base de la unidad tactica de operaciones inmediatas de #olavarria y entregamos camionetas y motos para reforzar su flota, junto a @maximilianowes4 y @javialonsook.",117,497,1335,10, 8:12 PM UTC,Kicillofok,Axel Kicillof
179,https://twitter.com/Kicillofok/status/1826322327212114295#m,Axel Kicillof,2024-08-21,False,"nos reunimos con productores de #olavarria para analizar la actualidad de cada uno de los sectores y la agenda de actividades que se llevaran adelante en el municipio en el marco del mes de la industria. desde el inicio de la gestion nos propusimos atender las necesidades productivas del interior de nuestra provincia y acompanar a quienes generan empleo de calidad. en este contexto de ajuste y desindustrializacion, en la provincia de buenos aires tenemos que ser un escudo para proteger los puestos de trabajo y cada una de las empresas que tenemos. cuentan con nosotros para eso.",88,407,1127,19, 6:15 PM UTC,Kicillofok,Axel Kicillof
180,https://twitter.com/Kicillofok/status/1826017360928460956#m,Axel Kicillof,2024-08-20,False,"datos que demuestran que la ""motosierra contra la casta"" recayo sobre las familias que compran en cuotas y buscan descuentos para llegar a fin de mes. en la provincia vamos a seguir usando todas las herramientas a nuestro alcance para atenuar el dano que el gobierno nacional esta generando.",379,714,2089,26, 10:03 PM UTC,Kicillofok,Axel Kicillof
181,https://twitter.com/Kicillofok/status/1825936263574085940#m,Axel Kicillof,2024-08-20,False,"ademas, a traves de @ambientepba entregamos vehiculos y maquinaria para mejorar la gestion de residuos en el municipio y seguir construyendo ambientalismo popular en la provincia.",4,66,143,1, 4:41 PM UTC,Kicillofok,Axel Kicillof
182,https://twitter.com/Kicillofok/status/1825936260776513662#m,Axel Kicillof,2024-08-20,False,"la alegria de los vecinos que reciben las llaves de sus casas es una muestra de cuanto podemos transformar con un estado que promueve la justicia social y cuida a los bonaerenses. junto a @nardini_leo y @sbatakis entregamos 36 viviendas a familias de pablo nogues, en #malvinasargentinas. obras que fueron abandonadas por el gobierno nacional y que el municipio finalizo con mucho esfuerzo para garantizar este derecho fundamental consagrado en nuestra constitucion. !felicitaciones y a disfrutarlas!",230,697,2201,36, 4:41 PM UTC,Kicillofok,Axel Kicillof
183,https://twitter.com/Kicillofok/status/1825882959854903730#m,Axel Kicillof,2024-08-20,False,"definicion de un gobierno cruel, al que no le importa la gente (aclaracion: no es ""libertad"" sino beneficiar a unos pocos con los bolsillos de millones que no dan mas).",1228,2317,5754,135, 1:09 PM UTC,Kicillofok,Axel Kicillof
184,https://twitter.com/Kicillofok/status/1825656257295925322#m,Axel Kicillof,2024-08-19,False,"estas son obras que estan hechas con mucho esfuerzo, cabeza y corazon y que transforman barrios historicos de nuestra provincia. !que las disfruten!",10,75,162,0, 10:09 PM UTC,Kicillofok,Axel Kicillof
185,https://twitter.com/Kicillofok/status/1825656254385238089#m,Axel Kicillof,2024-08-19,False,"tambien pusimos en marcha la unidad sanitaria barrio campamento, un centro de asistencia renovado que va a fortalecer el sistema de salud en el distrito y mejorar la atencion. !felicitaciones al municipio por este trabajo!",7,76,150,1, 10:09 PM UTC,Kicillofok,Axel Kicillof
186,https://twitter.com/Kicillofok/status/1825656251600064951#m,Axel Kicillof,2024-08-19,False,"ademas, anunciamos la asignacion de nuevas becas deportivas para incentivar el crecimiento de distintas disciplinas y entregamos un subsidio al municipio para la compra de materiales para su desarrollo.",3,48,116,0, 10:09 PM UTC,Kicillofok,Axel Kicillof
187,https://twitter.com/Kicillofok/status/1825656248798236969#m,Axel Kicillof,2024-08-19,False,gran tarde en #ensenada. inauguramos dos complejos culturales y deportivos para seguir fortaleciendo la integracion comunitaria en los barrios la pergola y el progreso y reconstruimos la plaza yrigoyen. obras que llevamos adelante a traves de @opisupba y en conjunto con el municipio.,120,462,1188,11, 10:09 PM UTC,Kicillofok,Axel Kicillof
188,https://twitter.com/Kicillofok/status/1825531007631773796#m,Axel Kicillof,2024-08-19,False,"los ministros @carli_bianco, @pabloj_lopezok y @nkreplak encabezaron la conferencia de prensa semanal para informar sobre la situacion actual de la provincia.",9,138,239,2, 1:51 PM UTC,Kicillofok,Axel Kicillof
189,https://twitter.com/Kicillofok/status/1825531005467312338#m,Axel Kicillof,2024-08-19,False,"la provincia de buenos aires empezo a producir nevirapina 12 mg, un medicamento para evitar la transmision vertical en bebes nacidos prematuros expuestos al vih. hasta 2023 este tratamiento era garantizado integramente por el gobierno nacional, pero desde 2024 se registraron demoras y reducciones en los envios",24,339,479,9, 1:51 PM UTC,Kicillofok,Axel Kicillof
190,https://twitter.com/Kicillofok/status/1825531001012941238#m,Axel Kicillof,2024-08-19,False,"frente a la eliminacion de politicas de asistencia por parte del gobierno nacional, anunciamos una nueva opcion en la linea 148 para brindar informacion y asesoramiento confidencial y seguro sobre metodos anticonceptivos y acceso a la interrupcion del embarazo, entre otras consultas de salud sexual y reproductiva. los equipos de @saludbap atenderan de 9 a 17 hs y daran seguimiento a cada caso.",4,121,213,1, 1:51 PM UTC,Kicillofok,Axel Kicillof
191,https://twitter.com/Kicillofok/status/1825530997112524874#m,Axel Kicillof,2024-08-19,False,"ademas, incrementamos el valor de las prestaciones para revalorizar el aporte del @iomagba a los hospitales publicos municipales. una suba del 90% para las practicas en quirofano, del 248% en consultas medicas habituales y del 762% para la atencion en guardias.",5,85,141,0, 1:51 PM UTC,Kicillofok,Axel Kicillof
192,https://twitter.com/Kicillofok/status/1825530993236652248#m,Axel Kicillof,2024-08-19,False,tambien presentamos una serie de anuncios y medidas para seguir fortaleciendo nuestro sistema sanitario. anunciamos el pago del segundo tramo de la bonificacion por residencia para profesionales con residencia completa en la pba. un incentivo que forma parte de las estrategias de fortalecimiento de la fuerza laboral en el sistema publico de salud bonaerense.,11,87,136,0, 1:51 PM UTC,Kicillofok,Axel Kicillof
193,https://twitter.com/Kicillofok/status/1825530989864489193#m,Axel Kicillof,2024-08-19,False,"junto a los representantes de los trabajadores de la provincia alcanzamos un nuevo acuerdo salarial que contempla un aumento del 4,5% en agosto y del 4% en septiembre para estatales, docentes, fuerzas de seguridad y servicio penitenciario. una medida para amortiguar el impacto de la situacion economica del pais y acompanar a los trabajadores que garantizan la presencia del estado en toda la provincia.",159,584,1357,29, 1:51 PM UTC,Kicillofok,Axel Kicillof
194,https://twitter.com/Kicillofok/status/1825230186914165088#m,Axel Kicillof,2024-08-18,False,"los centros de atencion primaria son obras fundamentales para que los vecinos puedan recibir atencion medica, cercana y de calidad, y solo puede concretarlas un estado presente que invierte en salud, educacion y mas obra publica. en #villagesell hay un nuevo centro de salud que va a mejorar la vida en el barrio la carmencita, el numero 167 que inauguramos para seguir cumpliendo los derechos de las y los bonaerenses.",145,496,1370,18, 5:56 PM UTC,Kicillofok,Axel Kicillof
195,https://twitter.com/Kicillofok/status/1825185552582213763#m,Axel Kicillof,2024-08-18,False,"a pesar de la discriminacion que sufre nuestra provincia, vamos a seguir cumpliendo con los compromisos que tenemos con los intendentes y con el pueblo al que representan. a la crueldad del gobierno nacional le respondemos con un estado presente, transparente, eficaz y, sobre todo, mas humano.",758,1137,3363,60, 2:58 PM UTC,Kicillofok,Axel Kicillof
196,https://twitter.com/Kicillofok/status/1824898998609510689#m,Axel Kicillof,2024-08-17,False,"el nuevo caps ""dra. cecilia grierson"" de #lezama abrio sus puertas para que las y los vecinos reciban una atencion de calidad en un espacio moderno y equipado cerca de sus casas. no podemos esperar que llegue el sector privado; en cada uno de nuestros barrios debe estar el estado para garantizar el acceso a la salud porque es un derecho de todos y todas. #obrasquetransforman",123,460,1101,10, 8:00 PM UTC,Kicillofok,Axel Kicillof
197,https://twitter.com/Kicillofok/status/1824806814212559296#m,Axel Kicillof,2024-08-17,False,!mira todo lo que hicimos esta semana para seguir transformando la provincia! #resumensemanal #resumenbonaerense,191,425,966,22, 1:53 PM UTC,Kicillofok,Axel Kicillof
198,https://twitter.com/Kicillofok/status/1824776287132483719#m,Axel Kicillof,2024-08-17,False,"hoy recordamos al hombre que tanto hizo por nuestra independencia y que lucho con valentia por la verdadera libertad, que es la que incluye a todos y a todas. con su legado como bandera, volvemos a decirlo bien claro: !la patria no se vende, se defiende! #17deagosto",361,1054,3663,33, 11:52 AM UTC,Kicillofok,Axel Kicillof
199,https://twitter.com/Kicillofok/status/1824595002359439562#m,Axel Kicillof,2024-08-16,False,"milei dice que lo que busca es traer inversiones y por eso implemento el famoso rigi. una vez mas, miente descaradamente. el indec dio a conocer el ultimo informe sobre utilizacion de la capacidad instalada en la industria y los datos son demoledores: desde que llego milei, el porcentaje de las maquinas e instalaciones productivas existentes que estan siendo empleadas cayo 12 puntos. hoy, los niveles de utilizacion de nuestra industria solo son comparables con la pandemia o la crisis de 2001. poco mas de la mitad de las maquinas de nuestras pymes estan funcionando, mientras que el resto estan paradas. lo peor es que milei no esta haciendo nada para poner a funcionar las inversiones que ya tenemos ?le interesa que vengan nuevas inversiones pero se desentiende y destruye las que ya se hicieron? el rigi no busca inversiones productivas que generen empleo y fomenten el desarrollo economico. es solo un vehiculo para conseguir dolares en el corto plazo e hipotecar recursos naturales por 30 anos, sin que nada quede en el pais. en el proyecto de milei no entran el empleo, el valor agregado, el desarrollo tecnologico, la soberania economica, el ambiente ni nada que se le parezca. que no nos enganen mas.",1453,1754,3905,138, 11:52 PM UTC,Kicillofok,Axel Kicillof
200,https://twitter.com/Kicillofok/status/1824556958923493700#m,Axel Kicillof,2024-08-16,False,nos reunimos con el intendente de escobar @arielsujarchuk para seguir desarrollando las politicas necesarias que generen mayor crecimiento en el distrito. analizamos el avance de las obras en realizacion y la planificacion de las proximas a iniciar.,188,290,861,7, 9:20 PM UTC,Kicillofok,Axel Kicillof
201,https://twitter.com/Kicillofok/status/1824540527506714747#m,Axel Kicillof,2024-08-16,False,"en la provincia de buenos aires seguimos trabajando para que los bonaerenses tengan derecho a la educacion en todos sus niveles. con el programa puentes ya inauguramos 27 centros universitarios para fortalecer la educacion superior, publica y gratuita en cada distrito, porque poder estudiar en el pueblo en el que naciste es una cuestion de igualdad y justicia social",288,560,1762,32, 8:15 PM UTC,Kicillofok,Axel Kicillof
202,https://twitter.com/Kicillofok/status/1824226993635823741#m,Axel Kicillof,2024-08-15,False,"diego siempre va a estar presente en el corazon del pueblo. orgullo de nuestra provincia, idolo eterno de los argentinos",1916,1781,12441,230, 11:29 PM UTC,Kicillofok,Axel Kicillof
203,https://twitter.com/Kicillofok/status/1824202100575715398#m,Axel Kicillof,2024-08-15,False,"firmamos el desembolso de la tercera cuota del fondo de fortalecimiento fiscal municipal junto a 92 intendentes bonaerenses. una herramienta imprescindible para que, frente a la asfixia a la que nos somete el gobierno nacional, puedan contar con los recursos necesarios para seguir transformando la vida de sus vecinos y vecinas. son las y los intendentes quienes estan en la primera linea dando respuesta a las necesidades de sus municipios. ante el sacrificio inutil que nos exige el gobierno de milei, desde la provincia estamos cumpliendo nuestro compromiso de acompanarlos con instrumentos que les permitan mejorar la calidad de vida en sus distritos.",423,756,2367,50, 9:50 PM UTC,Kicillofok,Axel Kicillof
204,https://twitter.com/Kicillofok/status/1824113027207012854#m,Axel Kicillof,2024-08-15,False,"tambien firmamos convenios para la asignacion de becas al cdi y a los jardines municipales ""el cardalito"" y ""el abrojito""; y para avanzar en la pavimentacion del acceso al centro infantil. es un dia importante para la comunidad porque la provincia demuestra que cuando se administra bien, se pone fuerza y hay un pueblo solidario que comprende sus prioridades, las obras se concretan.",17,88,189,1, 3:56 PM UTC,Kicillofok,Axel Kicillof
205,https://twitter.com/Kicillofok/status/1824113023360880769#m,Axel Kicillof,2024-08-15,False,"ademas, anunciamos el reinicio de la obra de construccion de la escuela primaria no 4 de robles y la licitacion para la planta de liquidos cloacales de cardales. dos obras que vamos a poner en marcha para mejorar la calidad de vida de los vecinos del municipio.",14,107,238,1, 3:56 PM UTC,Kicillofok,Axel Kicillof
206,https://twitter.com/Kicillofok/status/1824113019309134293#m,Axel Kicillof,2024-08-15,False,"!inauguramos el centro de desarrollo infantil ""el roblecito"" en #exaltaciondelacruz! la primera obra abandonada por el gobierno nacional y que finalizamos desde la provincia, gracias al trabajo conjunto con el municipio, para que los chicos de la comunidad puedan crecer con mas igualdad.",171,399,1042,17, 3:56 PM UTC,Kicillofok,Axel Kicillof
207,https://twitter.com/Kicillofok/status/1824040809659879828#m,Axel Kicillof,2024-08-15,False,"nos reunimos con la presidenta de @abuelasdifusion, estela de carlotto, y hemos tomado la decision de crear una unidad provincial especializada para la busqueda de personas apropiadas durante la ultima dictadura civico-militar. ayer nos enteramos que por decision del presidente milei se avanzo en el desmantelamiento de la comision nacional por el derecho a la identidad (conadi) que, entre otras tareas, se dedica a la busqueda de bebes nacidos en cautiverio durante el terrorismo de estado. seguiremos buscando a los 300 nietos y nietas y defendiendo el trabajo que llevan adelante con amor hace mas de 40 anos las abuelas de plaza de mayo. en la provincia de buenos aires seguiremos profundizando las politicas de memoria, verdad y justicia.",1,2492,10373,528, 11:09 AM UTC,Kicillofok,Axel Kicillof
208,https://twitter.com/Kicillofok/status/1823844181858554192#m,Axel Kicillof,2024-08-14,False,"el desmantelamiento de la comision nacional por el derecho a la identidad representa un enorme retroceso para nuestra democracia. otro hecho gravisimo que va en sintonia con los constantes ataques del gobierno nacional contra las politicas de memoria, verdad y justicia. si lo que pretenden con estas provocaciones es borrar la memoria no van a poder, porque la lucha incansable de @abuelasdifusion para encontrar a cada uno de los nietos apropiados es tambien la lucha de todo el pueblo argentino que dijo de una vez y para siempre que nunca mas es nunca mas.",0,1158,3588,31, 10:08 PM UTC,Kicillofok,Axel Kicillof
209,https://twitter.com/Kicillofok/status/1823715780028137542#m,Axel Kicillof,2024-08-14,False,?quien mando a matar a cristina? pronunciamiento de intendentes e intendentas de la provincia de buenos aires. #noalpactodeimpunidad,0,1906,5118,91, 1:38 PM UTC,Kicillofok,Axel Kicillof
210,https://twitter.com/Kicillofok/status/1823691347573735707#m,Axel Kicillof,2024-08-14,False,nuestro pueblo y nuestra democracia merecen que el intento de magnicidio a @cfkargentina sea investigado a fondo y que los autores intelectuales y quienes lo financiaron sean juzgados. queremos saber quien mando a matar a cristina porque solo con la verdad vamos a poder fortalecer nuestra democracia y construir nuestro futuro. no al #pactodeimpunidad.,0,1483,4802,52, 12:01 PM UTC,Kicillofok,Axel Kicillof
211,https://twitter.com/Kicillofok/status/1823463497256329540#m,Axel Kicillof,2024-08-13,False,"durante nuestra visita a brasil conversamos con el vicepresidente y ministro de desarrollo, industria, comercio y servicios, @geraldoalckmin, y con el canciller mauro vieira sobre la actualidad de nuestros paises y exploramos las perspectivas a futuro de las empresas brasilenas que invierten y generan empleo en la provincia. retomar el crecimiento con inclusion, mejorar la productividad y encontrar nuevos mercados empieza por fortalecer la cooperacion internacional para brindarle posibilidades de desarrollo a nuestro pueblo.",200,668,1998,23, 8:55 PM UTC,Kicillofok,Axel Kicillof
212,https://twitter.com/Kicillofok/status/1823428583517196369#m,Axel Kicillof,2024-08-13,False,profundizar nuestros vinculos con este socio comercial clave es fundamental para potenciar el crecimiento bonaerense y seguir construyendo nuestra patria grande,43,332,849,7, 6:37 PM UTC,Kicillofok,Axel Kicillof
213,https://twitter.com/Kicillofok/status/1823428579557851387#m,Axel Kicillof,2024-08-13,False,"nos reunimos con @lulaoficial, @haddad_fernando y celso amorim para fortalecer la articulacion entre brasil y la provincia de buenos aires y poner en comun una agenda de inversiones y desarrollo productivo. @ricardostuckert",511,1395,4351,101, 6:37 PM UTC,Kicillofok,Axel Kicillof
214,https://twitter.com/Kicillofok/status/1823326495663612163#m,Axel Kicillof,2024-08-13,False,"por mas que el gobierno de milei siga atacando y desfinanciando a las universidades, los bonaerenses saben que la educacion superior es la puerta de acceso a un futuro con mas oportunidades y con mas igualdad. la contundente adhesion al paro universitario en la provincia es la expresion de ese compromiso y la muestra de que nuestro pueblo no baja sus banderas y esta dispuesto a defender la universidad publica y gratuita de quienes la quieren destruir. https://www.pagina12.com.ar/759741-masiva-adhesion-en-la-provincia",977,1683,6727,75, 11:51 AM UTC,Kicillofok,Axel Kicillof
215,https://twitter.com/Kicillofok/status/1823097690143756776#m,Axel Kicillof,2024-08-12,False,"!los deportistas bonaerenses se van a paris! junto a ustedes hay toda una provincia que los acompana y les agradece por ser nuestro #orgullobonaerense sabemos de todo su esfuerzo, por eso nuestro deber es garantizar la inversion y el acompanamiento del estado para que todos tengan la oportunidad de hacer lo que les gusta. mucho exito a toda la delegacion que representara a nuestro pais en los juegos paralimpicos 2024.",195,787,2896,31, 8:42 PM UTC,Kicillofok,Axel Kicillof
216,https://twitter.com/Kicillofok/status/1823020276118085992#m,Axel Kicillof,2024-08-12,False,"el ministro @carli_bianco realizo, junto a @barriosromi y @sergioopalazzo, una nueva conferencia para que las y los bonaerenses conozcan el trabajo que estamos haciendo desde @baprovincia.",24,103,218,5, 3:34 PM UTC,Kicillofok,Axel Kicillof
217,https://twitter.com/Kicillofok/status/1823020272544268701#m,Axel Kicillof,2024-08-12,False,"ademas, desde la provincia vamos a acompanar un nuevo pedido de acceso a la informacion publica al presidente del banco central para que explique si estan enviando mas reservas de oro al exterior, con que fines y bajo que condiciones. una situacion de extrema gravedad que exige que el gobierno nacional lleve claridad a las y los argentinos.",17,108,210,4, 3:34 PM UTC,Kicillofok,Axel Kicillof
218,https://twitter.com/Kicillofok/status/1823020268916252709#m,Axel Kicillof,2024-08-12,False,"lanzamos la campana de concientizacion sobre consumos problematicos de apuestas digitales en adolescentes, una situacion preocupante que estamos abordando a traves de la conformacion de una mesa interministerial. si vos o alguien que conoces esta teniendo problemas con las apuestas online ingresa a noda.gba.gob.ar",5,65,135,1, 3:34 PM UTC,Kicillofok,Axel Kicillof
219,https://twitter.com/Kicillofok/status/1823020265258865013#m,Axel Kicillof,2024-08-12,False,"ademas, se licitara la construccion de un complejo de 80 viviendas y locales en la matanza, un edificio publico, espacios deportivos y recreativos en la plata, y diversos servicios de mantenimiento de espacios publicos, saneamiento pluvial y cloacal en distintos barrios del conurbano bonaerense.",7,70,143,1, 3:34 PM UTC,Kicillofok,Axel Kicillof
220,https://twitter.com/Kicillofok/status/1823020260598915474#m,Axel Kicillof,2024-08-12,False,"a traves de @opisupba vamos a comenzar la construccion de un complejo de 28 viviendas, locales y pavimentacion en #lamatanza, un espacio verde y recreativo en #laplata, una escuela primaria y secundaria en #florenciovarela y un espacio de primera infancia y plaza deportiva en #mercedes. tambien vamos a comenzar trabajos de pavimentacion y desagues en #escobar, obras de pavimentacion en #quilmes, conexion de agua y cloacas en #berazategui y la recuperacion de monoblocks en #moron.",22,69,156,2, 3:34 PM UTC,Kicillofok,Axel Kicillof
221,https://twitter.com/Kicillofok/status/1823020255423443251#m,Axel Kicillof,2024-08-12,False,"desde el gobierno de la provincia de buenos aires venimos llevando adelante una politica de reparacion historica con nuestros barrios populares. una tarea que requiere voluntad politica, inversion y una planificacion urbana que permita garantizar mejores condiciones de vida para las y los vecinos.",590,625,1669,38, 3:34 PM UTC,Kicillofok,Axel Kicillof
222,https://twitter.com/Kicillofok/status/1822271498440077603#m,Axel Kicillof,2024-08-10,False,!mira todo lo que hicimos esta semana para seguir transformando la provincia! #resumensemanal #resumenbonaerense,501,670,1685,52, 1:59 PM UTC,Kicillofok,Axel Kicillof
223,https://twitter.com/Kicillofok/status/1822006651056222539#m,Axel Kicillof,2024-08-09,False,"acompanamos a @quintelaricardo en la ceremonia de jura de la nueva constitucion de la provincia de la rioja. un verdadero dia historico donde se deja asentado que el pueblo no cambia de idea, sabe bien para donde quiere ir, que principios defender y nos marca un camino: donde hay una necesidad nace un derecho. argentina es federal y eso hoy quedo plasmado en esta nueva constitucion.",545,904,3176,63, 8:26 PM UTC,Kicillofok,Axel Kicillof
224,https://twitter.com/Kicillofok/status/1821988622972932222#m,Axel Kicillof,2024-08-09,False,"cuando hay un gobierno nacional que se ausenta, las provincias nos unimos y colaboramos porque somos representantes de un pueblo que es profundamente federal.",76,239,539,13, 7:15 PM UTC,Kicillofok,Axel Kicillof
225,https://twitter.com/Kicillofok/status/1821988619118113254#m,Axel Kicillof,2024-08-09,False,"junto al gobernador @quintelaricardo firmamos convenios de cooperacion entre las provincias de buenos aires y la rioja en diferentes areas de gestion. acuerdos fundamentales para impulsar el desarrollo industrial, cientifico y productivo; fortalecer la asistencia reciproca en materia sanitaria, empleo y seguridad; y articular acciones para prevenir la violencia de genero.",598,711,2079,53, 7:15 PM UTC,Kicillofok,Axel Kicillof
226,https://twitter.com/Kicillofok/status/1821579752765116553#m,Axel Kicillof,2024-08-08,False,muchas gracias a @albertosileoni y al consejo general de educacion por este encuentro provincial de educacion que nos permitio reflexionar sobre la importancia de este derecho esencial que tanto tenemos que cuidar y revalorizar.,19,60,148,1, 4:10 PM UTC,Kicillofok,Axel Kicillof
227,https://twitter.com/Kicillofok/status/1821579748033864089#m,Axel Kicillof,2024-08-08,False,"la escuela publica es lo mas poderoso que tenemos, nuestro rol es defenderla, mejorarla y transformarla para construir un pais y una provincia con mas igualdad de oportunidades.",21,87,206,7, 4:10 PM UTC,Kicillofok,Axel Kicillof
228,https://twitter.com/Kicillofok/status/1821579744212602955#m,Axel Kicillof,2024-08-08,False,"nosotros nos comprometimos a defender a los bonaerenses de los efectos de estas politicas. desde @baeducacion estamos llevando adelante un proceso de transformacion integral de nuestro sistema educativo, con cambios en materia curricular y un profundo debate sobre el regimen y la forma de ensenanza.",10,38,75,2, 4:10 PM UTC,Kicillofok,Axel Kicillof
229,https://twitter.com/Kicillofok/status/1821579740035338307#m,Axel Kicillof,2024-08-08,False,"la educacion publica, como todos los derechos y las conquistas del pueblo, esta bajo ataque del gobierno nacional. eligen desfinanciar de manera feroz el sistema educativo y abandonar las obligaciones que las leyes nacionales les imponen.",614,675,2122,46, 4:10 PM UTC,Kicillofok,Axel Kicillof
