,links,usuario,fecha,retweet,texto,comentarios,retweets,likes,quotes,hora,cuenta,autor
0,https://twitter.com/CFKArgentina/status/1832119857090883815#m,Cristina Kirchner,2024-09-06,False,"ay presidente! ve que tengo razon! no hace mas que seguir confirmando lo dicho: se la pasa boludeando en las redes. largue twitter y pongase a gestionar el estado, que los argentinos la estan pasando muy pero muy mal. fin.",8889,11676,64103,2394, 6:13 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
1,https://twitter.com/CFKArgentina/status/1832091954865123721#m,Cristina Kirchner,2024-09-06,False,".@jmilei hablar de economia diciendo cualquier cosa en los set de television o escribir plagiando libros, es una cosa. gobernar la argentina, es otra muy distinta. y de esto, por como estan viviendo los argentinos, se ve a la legua que vos no tenes ni idea. cuando quieras -porque tiempo tenes... y lo dedicas a boludear en las redes- te espero en el patria y te explico un poquito. saludos cordiales... a vos y a todas las ""fuerzas del cielo"". dios mio!",9113,14280,67675,4745, 4:22 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
2,https://twitter.com/CFKArgentina/status/1831995825880265209#m,Cristina Kirchner,2024-09-06,False,"a nueve meses de la llegada de milei y ""las fuerzas del cielo""... es la economia bimonetaria, estupido. aportes para un debate argentino. https://drive.google.com/file/d/1-uk9rw27nktvfyzbttofkzq1xqfgghu3/view?usp=drive_link",6116,7636,32373,1356, 10:00 AM UTC,CFKArgentina,Cristina Fernández de Kirchner
3,https://twitter.com/CFKArgentina/status/1828113763243004255#m,Cristina Kirchner,2024-08-26,False,pericia psiquiatrica le vamos a pedir a los que dicen que villarruel es peronista.,5563,12215,57823,2672, 4:54 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
5,https://twitter.com/CFKArgentina/status/1823785491755360343#m,Cristina Kirchner,2024-08-14,False,gracias por el afecto y por estar siempre.,2095,4755,28133,369, 6:15 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
6,https://twitter.com/CFKArgentina/status/1823691181076713638#m,Cristina Kirchner,2024-08-14,False,a partir de las 9:30 estare declarando en el juicio oral que se sigue a los autores materiales del intento de asesinato a mi persona. lo pueden ver en vivo. https://piped.video/live/f15xu0d_6lw?si=wct19sjmttrjbeks,1048,1920,6851,106, 12:00 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
7,https://twitter.com/CFKArgentina/status/1823456020703928676#m,Cristina Kirchner,2024-08-13,False,"manana ire a declarar al juicio oral que se le sigue a los autores materiales del intento de asesinato a mi persona perpetrado el 1 de septiembre del 2022. ?de los autores intelectuales y de los financiadores?... bien, gracias... duermen protegidos por comodoro py. de lo poco que se ha publicado sobre dicho proceso en los medios de comunicacion hegemonicos (que claramente lo han invisibilizado), siempre dirigen sus cronicas a acusar a la custodia que tenia como vicepresidenta como responsable del hecho. no me extrana. la hiperbole argentina a full en toda cuestion sobre mi persona. cuando despues del atentado, lei en la tapa de clarin ""la bala que no salio, pero el fallo que si saldra"" (haciendo referencia a la ""causa vialidad""), siempre pense, que si la bala hubiera salido, ese diario habria titulado... ""finalmente, cristina no supo esquivar la bala"". quiero compartir con ustedes una mirada despojada de cualquier subjetividad a traves de este video.",3264,6017,18692,529, 8:26 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
8,https://twitter.com/CFKArgentina/status/1821941987865395472#m,Cristina Kirchner,2024-08-09,False,"alberto fernandez no fue un buen presidente. tampoco lo fueron mauricio macri o fernando de la rua, solo por mencionar a los que desempenaron su mandato en lo que va del siglo xxi. seguramente la lista seria mas larga si extendieramos la cronologia. pero las imagenes que vimos ayer por la noche transmitidas por los medios de comunicacion en virtual cadena nacional, en lo que constituye una verdadera revictimizacion de la denunciante, son otra cosa. las fotos de la sra. fabiola yanez con hematomas en su cuerpo y rostro junto a los chats publicados que revelan el dialogo entre ella y el ex presidente, no solo muestran la golpiza recibida, sino que delatan los aspectos mas sordidos y oscuros de la condicion humana. permiten comprobar, una vez mas y dramaticamente, la situacion de la mujer en cualquier relacion, se desarrolle esta en un palacio o en una choza. la misoginia, el machismo y la hipocresia, pilares en los que se asienta la violencia verbal o fisica contra la mujer, no tienen bandera partidaria y atraviesan a la sociedad en todos sus estamentos. en lo personal y como mujer que ha sido objeto (y lo sigue siendo) de las peores violencias verbales y politicas, hasta la maxima experiencia de violencia fisica, como fue el intento de asesinato del 1 de septiembre del 2022, expreso mi solidaridad con todas las mujeres victimas de cualquier tipo de violencia, sin olvidar las palabras que francisco me dijo al dia siguiente de aquel hecho: ""toda violencia fisica siempre es precedida de violencia verbal"".",20462,12482,73348,6908, 4:09 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
9,https://twitter.com/CFKArgentina/status/1821164214288777697#m,Cristina Kirchner,2024-08-07,False,"ayer, durante dos horas, compartimos un encuentro con la dra. @claudiashein quien no solo es la primera mujer electa presidenta de mexico, sino la mas votada en la historia de su pais. tendra la enorme responsabilidad de continuar con el virtuoso proceso de transformacion iniciado por andres manuel lopez obrador. claudia es una militante politica preparada, sensible y valiente a quien le deseo el mayor de los exitos y mucha mucha fuerza... como mujer y expresidenta se que la va a necesitar.",1972,2569,12149,165, 12:39 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
10,https://twitter.com/CFKArgentina/status/1820919293497717198#m,Cristina Kirchner,2024-08-06,False,"recien con clara brugada, economista, ex alcaldesa de iztapalapa y jefa de gobierno electa de la ciudad de mexico. como militantes politicas compartimos experiencias y reunion de trabajo. gracias @clarabrugadam por el afecto.",1618,1828,8089,133, 8:26 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
11,https://twitter.com/CFKArgentina/status/1820601840934715422#m,Cristina Kirchner,2024-08-05,False,"recien con la querida alicia barcena, secretaria de relaciones exteriores de mexico y futura secretaria de ambiente del gobierno de claudia sheinbaum. en las fotos vas a ver ademas, la vista espectacular de la ciudad de mexico desde el piso 22 de la cancilleria y un verdadero regalo a los ojos: tapiz de carlos merida en el que se aprecia el perfil de una madre de plaza de mayo con su panuelo blanco.",844,1924,8769,69, 11:24 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
12,https://twitter.com/CFKArgentina/status/1820580541047140803#m,Cristina Kirchner,2024-08-05,False,"quiero compartir con ustedes el discurso que hoy pronuncio el jefe de gobierno de la ciudad de mexico, marti batres guadarrama. escuchalo... casi casi que me lo llevo de candidato a la argentina...",1207,2622,9292,172, 10:00 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
14,https://twitter.com/CFKArgentina/status/1820566569228853508#m,Cristina Kirchner,2024-08-05,False,"gracias a la ciudad de mexico por este reconocimiento. como argentina y como militante politica, pero tambien desde lo personal. ademas, quiero agradecer al jefe de gobierno, marti batres guadarrama, por sus palabras y por reconocer el proceso politico y de gobierno que iniciamos junto a nestor el 25 de mayo de 2003.",558,1771,6625,45, 9:04 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
15,https://twitter.com/CFKArgentina/status/1820547897752183165#m,Cristina Kirchner,2024-08-05,False,"gracias marti batres guadarrama, jefe de gobierno de la ciudad de mexico, por este reconocimiento.",516,1511,5448,44, 7:50 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
16,https://twitter.com/CFKArgentina/status/1820263919727861983#m,Cristina Kirchner,2024-08-05,False,"es tiempo de mujeres, dijo amlo. anoche nos reunimos con senadoras, diputadas, alcaldesas y militantes de morena.",954,2226,10385,123, 1:01 AM UTC,CFKArgentina,Cristina Fernández de Kirchner
17,https://twitter.com/CFKArgentina/status/1820115625886339360#m,Cristina Kirchner,2024-08-04,False,"ayer visitamos la libreria ""rosario castellanos"" del fondo de cultura economica junto a su presidente, el entranable companero paco ignacio taibo ii.",901,2292,10231,82, 3:12 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
18,https://twitter.com/CFKArgentina/status/1819860749860085793#m,Cristina Kirchner,2024-08-03,False,por eso queria hoy culminar este fantastico curso con esta utopia desde el sur: justicia y paz. un compromiso de todas y de todos.,153,915,2659,23, 10:19 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
19,https://twitter.com/CFKArgentina/status/1819860740238651423#m,Cristina Kirchner,2024-08-03,False,"esto hace a la responsabilidad de quienes conducen los estados en la region garantizar la paz. sin paz no hay ningun presupuesto ni de justicia, ni de economia, ni de ninguna otra cosa.",119,821,2289,22, 10:19 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
20,https://twitter.com/CFKArgentina/status/1819860731203842503#m,Cristina Kirchner,2024-08-03,False,"la otra utopia es la de la paz y hay que unirla a la de la justicia. que no nos trasladen ningun conflicto. si ademas de ser un continente desigual tenemos enfrentamientos y nos convertimos en escenario de conflictos globales, estamos fritos.",32,599,1522,11, 10:19 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
21,https://twitter.com/CFKArgentina/status/1819860722269970639#m,Cristina Kirchner,2024-08-03,False,"una de las dos utopias que creo que tenemos que proponer desde el sur es la justicia. reformar una justicia que esta totalmente cooptada por el poder economico, presionada por los medios hegemonicos de comunicacion, porque cada uno tiene un muerto en el ropero, entonces no hay juez o jueza que se anime a determinadas cosas.",57,689,1578,16, 10:19 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
22,https://twitter.com/CFKArgentina/status/1819860710811226619#m,Cristina Kirchner,2024-08-03,False,"?como nos fue con la utopia de la libertad? muy bien. triunfamos, ganamos. pero ?como nos fue con la de la igualdad? y... no nos fue muy bien. hoy nuestro continente es el mas desigual.",47,656,1657,9, 10:19 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
23,https://twitter.com/CFKArgentina/status/1819860702913269860#m,Cristina Kirchner,2024-08-03,False,"si tengo que definir la utopia del siglo 20 en nuestra region, la utopia que animo a esos movimientos, creo que seria la lucha por la igualdad. la gran utopia que tuvo la region, con distintos movimientos y caracterizaciones.",63,611,1517,7, 10:19 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
24,https://twitter.com/CFKArgentina/status/1819860694898033075#m,Cristina Kirchner,2024-08-03,False,"estoy muy emocionada por el afecto y por el carino, la verdad es que es una caricia al alma. agradezco al @infpmorena y al @inst_patriaar que fueron los coordinadores de este encuentro.",1559,2880,12582,127, 10:19 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
25,https://twitter.com/CFKArgentina/status/1819816777435447468#m,Cristina Kirchner,2024-08-03,False,"en vivo desde mexico. una utopia desde el sur. propuestas para el futuro de la region. cierre del curso internacional ""realidad politica y electoral de america latina"". https://nitter.net/i/broadcasts/1lpkqoamyvnjb",1234,2590,8345,193, 7:25 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
26,https://twitter.com/CFKArgentina/status/1819720074040668188#m,Cristina Kirchner,2024-08-03,False,"comparto con ustedes el programa completo del curso internacional ""realidad politica y electoral de america latina"" que comenzo el 4 de mayo de este ano y finaliza el dia de hoy, sabado 3 de agosto, con la decimocuarta y ultima ponencia a mi cargo, titulada ""una utopia desde el sur. propuestas para el futuro de la region"". podes verlo en vivo a partir de las 15 hs. en youtube. https://piped.video/z3tt9em8fry",1758,2910,9198,214, 1:00 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
27,https://twitter.com/CFKArgentina/status/1816978074740854900#m,Cristina Kirchner,2024-07-26,False,26 de julio de 1952. 20:25 hs. hace exactamente 72 anos cambiaba la historia argentina.,1950,5707,28221,193, 11:25 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
28,https://twitter.com/CFKArgentina/status/1814307647031562533#m,Cristina Kirchner,2024-07-19,False,"?como dijo senor ministro? ?no era que los impuestos eran un robo del estado, el peso un excremento y el dolar, la moneda que le iban a dar a los argentinos...? mas perdidos que turco en la neblina.",4025,12569,46009,826, 2:33 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
29,https://twitter.com/CFKArgentina/status/1812701746654826873#m,Cristina Kirchner,2024-07-15,False,por fin una buena noticia: argentina otra vez campeon de america. !vamos todavia!,3158,12401,84308,818, 4:12 AM UTC,CFKArgentina,Cristina Fernández de Kirchner
30,https://twitter.com/CFKArgentina/status/1812271788807856531#m,Cristina Kirchner,2024-07-13,False,hace unos instantes acabo de ver en la television imagenes terribles. toda mi solidaridad con el ex presidente de los ee.uu. y actual candidato donald trump por el atentado que sufriera hace unas horas en el estado de pensilvania. creo que no es necesario aclarar que no tenemos las mismas ideas: el respeto a la vida de los semejantes esta por sobre toda diferencia politica o ideologica.,2265,4422,29937,475, 11:43 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
31,https://twitter.com/CFKArgentina/status/1812193008328364093#m,Cristina Kirchner,2024-07-13,False,"?se acuerda presidente cuando el 10 de diciembre en el acto de asuncion le dije que usted tenia demasiados prejuicios y que cuando se sentara en el sillon de rivadavia se le iban a ir uno por uno? bueno... bienvenido a la argentina. deje de volver locos a sus seguidores liberales libertarios que estan haciendo analisis interpretativos esotericos y digales la verdad de la milanesa: que va a utilizar las reservas del bcra para intervenir en el mercado de dolares financieros, porque la brecha con el dolar oficial se le esta yendo a la... usted ya sabe. y esto finalmente le impacta en los precios. se da cuenta ahora que por mas superavit fiscal que tenga (aunque sea trucho e insostenible) el problema central de la argentina y su economia bi-monetaria, con hiper endeudamiento en moneda dura, es la escasez de dolares. no pierda mas tiempo organizando actos de billiken sobre la cuadratura del circulo, piense que lo han elegido por cuatro anos y tiene la oportunidad de convocar a las distintas fuerzas politicas y sectores sociales a discutir en serio el destino de nuestro pais. aunque no le den el premio nobel, vale la pena intentarlo... y la historia seguro se lo reconocera.",4646,8532,30694,1097, 6:30 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
32,https://twitter.com/CFKArgentina/status/1810105818685337750#m,Cristina Kirchner,2024-07-08,False,"una vez mas, como hace mas de doscientos anos, francia ha dado una leccion: libertad, igualdad y fraternidad. felicitamos al pueblo frances por la jornada democratica y muy especialmente al nuevo frente popular y a su lider @jlmelenchon por ser la fuerza politica que mas votos ha obtenido en las elecciones parlamentarias celebradas en el dia de la fecha.",1820,5266,22645,310, 12:17 AM UTC,CFKArgentina,Cristina Fernández de Kirchner
33,https://twitter.com/CFKArgentina/status/1807590900807201032#m,Cristina Kirchner,2024-07-01,False,gracias pedro y un abrazo muy grande a todo el equipo de gelatina... ahh y un beso para lali,2674,6619,66960,1494, 1:43 AM UTC,CFKArgentina,Cristina Fernández de Kirchner
34,https://twitter.com/CFKArgentina/status/1807543846269513986#m,Cristina Kirchner,2024-06-30,False,"a 50 anos del fallecimiento de peron, entrevista con pedro rosemblat en @somosgelatina. https://piped.video/dr8su0zdqj8?si=jl7r1oepx7gf-bk3",1167,3885,17941,244, 10:36 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
35,https://twitter.com/CFKArgentina/status/1807127105009799513#m,Cristina Kirchner,2024-06-29,False,"""explicacion"", nota de luis bruschtein en @pagina12 de hoy. una semana que explica a la argentina. preciso y objetivo analisis... imperdible. https://bit.ly/3w2m3t1",1077,3454,7798,118, 7:00 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
36,https://twitter.com/CFKArgentina/status/1806846662112927931#m,Cristina Kirchner,2024-06-29,False,"hola, ?que tal?",4950,8727,67190,909, 12:26 AM UTC,CFKArgentina,Cristina Fernández de Kirchner
37,https://twitter.com/CFKArgentina/status/1805984560452165713#m,Cristina Kirchner,2024-06-26,False,mas claro echale agua.,3573,6377,22073,249, 3:20 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
38,https://twitter.com/CFKArgentina/status/1800551912716272111#m,Cristina Kirchner,2024-06-11,False,anoche en a24 los chicos del colectivo audiovisual @indisciplinadxs presentaron este video que me encanto.,1892,6599,19124,509, 3:33 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
39,https://twitter.com/CFKArgentina/status/1798746501885411654#m,Cristina Kirchner,2024-06-06,False,"!que dia mas triste hoy! tambien despedimos a roberto ""tito"" cossa... un genio. y sino mira esta contratapa de pagina/12 del ano 2012. uno que si la veia.",857,2497,8342,57, 3:59 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
40,https://twitter.com/CFKArgentina/status/1798713776134668683#m,Cristina Kirchner,2024-06-06,False,"queridisima lita, hasta siempre! vamos a extranar mucho tu sonrisa y tu alegria. mis condolencias a los familiares y companeros.",1310,2789,15495,127, 1:49 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
41,https://twitter.com/CFKArgentina/status/1797569153965912357#m,Cristina Kirchner,2024-06-03,False,"otra vez la burra al trigo... cortela presidente con la cantinela de ""son los kirchneristas"". no presidente, aunque resulte una obviedad, lo que pasa en el ministerio de capital humano es responsabilidad de quienes son sus cuadros de conduccion. la responsabilidad de ""los kirchneristas"" en ese ministerio (en ese entonces denominado desarrollo social), fue entre el ano 2003 al 2015 y estuvo a cargo de la dra. alicia kirchner. para su ilustracion en cuanto a programas de transferencia de ingresos (politica de planes sociales) le comparto un cuadro publicado el pasado 1 de junio en el portal infobae en una nota del periodista andres klipphan. en el mismo se observa claramente cual fue la politica del ""kirchnerismo"" en la materia. fijese la cantidad de planes existentes en 2003 y observe como se entrego el ministerio en el 2015. y si no le alcanza mire y escuche 39 segundos de su senal de cable preferida la nacion+, donde explican cual fue el gobierno (stanley - macri) que comenzo el problema. asi que en lugar de echarle la culpa a los ""kirchneristas"" revise sus ideas y decisiones acerca de crear un mega ministerio inmanejable y confiarselo a una persona sin experiencia de gestion en las multiples disciplinas que abarca. teorizar en los canales de television es muy facil, gobernar es otra cosa.",5068,9509,24723,802, 10:00 AM UTC,CFKArgentina,Cristina Fernández de Kirchner
42,https://twitter.com/CFKArgentina/status/1797479270207324562#m,Cristina Kirchner,2024-06-03,False,"saludamos desde argentina, nuestro pais, al pueblo mexicano por la historica jornada democratica que protagonizo. y felicitamos al movimiento de regeneracion nacional (morena) por el triunfo obtenido en las urnas y a quien fuera su candidata, hoy la primera presidenta de mexico, dra. claudia sheinbaum. @claudiashein",1768,6353,31623,287, 4:03 AM UTC,CFKArgentina,Cristina Fernández de Kirchner
43,https://twitter.com/CFKArgentina/status/1796628977865404881#m,Cristina Kirchner,2024-05-31,False,"comprobacion empirica de ideas que no funcionan y funcionarios que tampoco funcionan. sus consecuencias practicas, economicas y humanas. * consecuencias economicas de ideas que no funcionan (superavit o muerte... aunque sea trucho). si este gobierno hubiese continuado con el ritmo y el calendario previsto para las obras de las plantas compresoras del gasoducto nestor kirchner en las localidades de tratayen y salliquelo, argentina, entre los meses de mayo y agosto, hubiera importado casi 18 barcos menos de gnl y ahorrado la bonita suma de 450 millones de dolares. ademas, ninguna fabrica hubiera parado su produccion y ningun argentino suspendido su trabajo por falta de gnc para su auto. * consecuencias humanas de funcionarios que no funcionan (porque no saben, no entienden, no firman por miedo, no les importa, o lo que es peor... todo junto). luego de mentiras y negativas publicas se descubre, en depositos del ministerio de capital humano, la existencia de casi 6 mil toneladas de alimentos sin repartir, en los que hay casi 1 millon de kg de leche en polvo (equivalentes a casi 10 millones de litros), de los cuales casi 400.000 kg vencen en el mes de julio. comedores comunitarios que por no recibir asistencia del ministerio de capital humano, tuvieron que dejar sin comida a las familias que asistian. pibes y pibas que no tomaron un vaso de leche cuando correspondia. mientras tanto la comida se pudre en los depositos. mira vos lo que son las consecuencias practicas de las ideas de la ""revolucion liberal libertaria"". p/d: y si nadie hubiera reclamado o denunciado nada... ?que hubiera pasado con esa comida?",4828,6206,18134,501, 7:45 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
44,https://twitter.com/CFKArgentina/status/1796321063623622972#m,Cristina Kirchner,2024-05-30,False,"con tristeza despedimos a nora cortinas, madre de plaza de mayo, eterna luchadora por los derechos humanos y por la democracia en nuestro pais. mis condolencias para su familia y sus companeros.",1600,5656,31698,191, 11:21 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
45,https://twitter.com/CFKArgentina/status/1795853615996788858#m,Cristina Kirchner,2024-05-29,False,"con superavit dibujado (en mi barrio le dicen trucho) y sin gas en el cano. durante el gobierno del frente de todos, en autocritica online, mencione como un problema el de los funcionarios que no funcionaban. con el actual gobierno, al problema de funcionarios que tampoco funcionan (porque no saben o no entienden) se le ha sumado uno infinitamente mas grave: el de las ideas que no funcionan, combo letal en materia de gestion estatal. la idea de !superavit fiscal o muerte!, como todo dogma (excepto los de la fe), esta destinado al fracaso. la paralizacion de obras absolutamente complementarias pero imprescindibles (lease compresores) al gasoducto nestor kirchner (autentica obra publica estructural) bajo el slogan para redes de ""no hay plata"", revelan la falta de conocimiento o la confusion que hay en torno al concepto de gasto publico, sobre todo cuando ese gasto es en realidad una inversion porque permite que el estado evite gastos mayores posteriores. pruebas al canto sobre funcionarios e ideas que no funcionan. por no girar fondos a las contratistas que estaban ejecutando las obras de los compresores por alrededor de 40 millones de dolares, tuvieron que contratar buques por montos muy superiores. hasta aca la idea no funciono, pero ademas, cuando calcularon los buques que tenian que comprar, los funcionarios calcularon mal o no tuvieron prevision. lo dicho: con funcionarios que no funcionan mas ideas que tampoco funcionan... nada puede salir bien. pd: no voy a hacer ningun comentario sobre la ausencia del presidente en estos momentos tan complicados, por estar de gira artistica en el pais del norte. ya lo habiamos caracterizado el 14 de febrero en nuestro documento ""argentina en su tercera crisis de deuda"": un showmaneconomista en la rosada.",7348,9519,31828,1145, 4:24 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
46,https://twitter.com/CFKArgentina/status/1791225998798684473#m,Cristina Kirchner,2024-05-16,False,"recibi en el patria a los integrantes de la nueva conduccion de la federacion universitaria de la plata (fulp), un frente conformado por distintas organizaciones del campo nacional y popular. gracias por la visita y la charla y por el compromiso en la defensa de nuestra universidad publica.",1653,2470,9419,128, 9:55 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
47,https://twitter.com/CFKArgentina/status/1789382378537754766#m,Cristina Kirchner,2024-05-11,False,"la libertad es una maravillosa palabra, pero ved a la noble igualdad dice tambien nuestro himno nacional. no olvidemos entonces, junto a la libertad como un valor preciado, que nuestro himno tambien se inclina ante la noble igualdad. las cosas completas y por su nombre.",221,1005,2899,31, 7:49 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
48,https://twitter.com/CFKArgentina/status/1789382367158718957#m,Cristina Kirchner,2024-05-11,False,"recordemos a carlos mugica, pero no en un retrato, en una fotografia, sino en la militancia politica. el sabia que estaba amenazado de muerte. aquellos que hemos vivido de cerca la experiencia de que te quieran matar, sabemos que todo puede superarse. que lo importante es la fuerza y la conviccion, porque lo peor que nos puede pasar es agachar la cabeza ante lo que esta pasando. ahi si estaremos vencidos. sigamos trabajando muy fuerte en todos los frentes: en las universidades, en los barrios, en las iglesias. necesitamos ademas sacerdotes que hagan lo que hacia carlos, que salia a la calle, a hablar, a organizar, a interpelar.",136,915,2749,11, 7:49 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
49,https://twitter.com/CFKArgentina/status/1789382355339165719#m,Cristina Kirchner,2024-05-11,False,"cuando uno vive determinada etapa siente que esa epoca es unica, pero los que hemos atravesado la militancia politica desde muy jovenes podemos brindar esta mirada: una mirada de esperanza.",36,481,1512,3, 7:49 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
50,https://twitter.com/CFKArgentina/status/1789382340470321494#m,Cristina Kirchner,2024-05-11,False,"mugica, como dice francisco, olia a oveja. es cierto que hay algunos en las jerarquias que huelen mas a lobos... pero bueno, hagamos hincapie en aquellos que huelen a ovejas y estan junto a las ovejas, sufriendo lo que hoy esta pasando en nuestras barriadas.",50,541,1599,7, 7:49 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
51,https://twitter.com/CFKArgentina/status/1789382328461963423#m,Cristina Kirchner,2024-05-11,False,"hoy ademas estamos recordando el martirio de carlos mugica, se imaginan que para mi no es una cuestion de ocasion: es un contemporaneo. fue nuestro contemporaneo. fue un hombre que pertenecia a la alta clase portena, obviamente profundamente antiperonista su origen familiar, pero que como dice eduardo, comprendio el evangelio y no le quedo mas remedio que hacerse peronista, villero y de opcion por los pobres.",104,731,2216,14, 7:49 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
52,https://twitter.com/CFKArgentina/status/1789382316969598978#m,Cristina Kirchner,2024-05-11,False,"el cura juan carlos molina me escribe el dia jueves, dia de la virgen, y me dice que la virgen tenia que estar aca, donde estan todas estas mujeres del bicentenario. la mujer argentina: las que piensan de una manera o de otra, pero que en definitiva protagonizaron como mujeres los 200 anos de historia.",1338,1783,6150,88, 7:49 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
53,https://twitter.com/CFKArgentina/status/1789358778296488401#m,Cristina Kirchner,2024-05-11,False,"en vivo a 50 anos del martirio del padre mugica, junto a sacerdotes, religiosas y laicos de comunidades entronizamos a la virgen de lujan en el salon de las mujeres del bicentenario del instituto patria. https://nitter.net/i/broadcasts/1dxxyjplzwbkm",884,1895,5544,101, 6:15 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
54,https://twitter.com/CFKArgentina/status/1789348443841774059#m,Cristina Kirchner,2024-05-11,False,la diputada julia strada desmontando otra operacion de clarin. y van...,1019,4330,11228,87, 5:34 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
55,https://twitter.com/CFKArgentina/status/1788926302679933061#m,Cristina Kirchner,2024-05-10,False,"la bbc news mundo acaba de publicar una nota con el siguiente titulo: ""carne, leche y yerba mate: las historicas caidas en el consumo de los argentinos (y como aumentaron las exportaciones de estos productos)"". la bbc... la ve. https://www.bbc.com/mundo/articles/c6py127k12do",2893,6934,21328,453, 1:37 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
56,https://twitter.com/CFKArgentina/status/1788298000923607283#m,Cristina Kirchner,2024-05-08,False,"recien me acaba de entrar un mensaje de un cura amigo: ""ayer, mientras te veia en el salon de mujeres... pensaba que ahi tambien tendria que estar la imagen de la virgen de lujan... mujer, madre, amiga del negrito manuel, la que aparecia con el manto embarrado por estar en medio de los mas pobres y sufrientes, la patrona (o madraza) que freno el carro. se que es muy modo cura lo mio... pero es la fe popular que da esperanza."" tiene razon... hoy es el dia de la virgen de lujan y este sabado 11 de mayo, cuando se cumplen 50 anos del martirio del padre mugica, vamos a entronizar la imagen de la patrona de la argentina en el salon de las mujeres del bicentenario del instituto patria, junto a sacerdotes, religiosas y laicos de comunidades.",1726,2990,12593,336, 8:00 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
57,https://twitter.com/CFKArgentina/status/1788000845579075837#m,Cristina Kirchner,2024-05-08,False,"hoy estamos con estas mujeres que fueron todas en su medida avatares, como digo yo. por ahi no eran iguales todas, pero querian otra cosa. y la verdad es que espero que el presidente recapacite acerca de esto. tengo muchas esperanzas...porque argentina ha salido de situaciones mas dificiles. ?como vamos a flaquear ante la imagen de josefina, de pina o de estela? al contrario. es su ejemplo el que debe movilizarnos a todos y a todas.",142,695,2129,8, 12:19 AM UTC,CFKArgentina,Cristina Fernández de Kirchner
58,https://twitter.com/CFKArgentina/status/1788000836867469562#m,Cristina Kirchner,2024-05-08,False,"entre el 27 de abril en quilmes y hoy pasaron dos cosas: la primera, suspendieron los aumentos de las tarifas previstos a partir de mayo que eran impagables para la gente, y la segunda, quedo claro que el superavit era trucho, como dijimos nosotros. ?cual es el modelo que nos estan planteando? un modelo neocolonial en el siglo 21, basado en el extractivismo sin valor agregado que va a condenar a los argentinos, una vez mas, a la desocupacion que ya empieza a visualizarse y que va a ser mas profunda. este es el nuevo estatuto legal del coloniaje version siglo xxi, economia extractivista sin valor agregado, sin elaboracion industrial, sin tecnologia, investigacion, ni desarrollo. eso es el rigi.",127,1016,2692,15, 12:19 AM UTC,CFKArgentina,Cristina Fernández de Kirchner
